id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8506867,"Sunny, spacious UWS abode with view",258023,Johann,Manhattan,Upper West Side,40.77799,-73.98205,Entire home/apt,220,1,2,2016-03-10,0.05,1,0
8507643,Cozy One BR with Ideal Location,5557052,Saket,Queens,Astoria,40.76436,-73.92628,Private room,110,1,5,2017-01-01,0.14,1,0
8511404,"Big bed, cosy room, groovy LES apt!",21180293,Illtyd,Manhattan,Chinatown,40.71342,-73.99045,Private room,90,2,47,2019-06-24,1.04,1,28
8518280,Convenient 1Bdr with Outdoor Space (sleeps 4),4264360,Matt,Brooklyn,Williamsburg,40.71263,-73.9591,Entire home/apt,100,2,6,2017-01-29,0.13,1,0
8518878,Cute and roomy Bushwick apartment!,4277248,Dorothy,Brooklyn,Bushwick,40.69999,-73.93863,Entire home/apt,125,2,1,2015-11-05,0.02,1,0
8519400,2 Bedroom Near Meatpacking,44857362,Bao,Manhattan,Chelsea,40.74041,-74.00141,Entire home/apt,200,1,0,2019-06-23,0.72,1,0
8520836,HUGE 3Bedroom Duplex in Meatpacking,44866282,Michelle,Manhattan,Chelsea,40.74026,-74.00091,Entire home/apt,300,1,2,2015-09-29,0.04,1,0
8521188,1 Bed Room BEST LOCATION EPIC VIEWS,684398,Deepak,Manhattan,Hell's Kitchen,40.75744,-73.99269,Entire home/apt,285,4,2,2016-10-09,0.04,1,0
8521692,Location!  Large 1 bedroom oasis w elevator,3321346,Jade,Manhattan,East Village,40.72903,-73.98938,Entire home/apt,330,3,12,2018-11-22,0.32,1,58
8523688,1BR Railroad Apt in Heart of Wburg,12649916,Mari,Brooklyn,Williamsburg,40.71383,-73.95273,Entire home/apt,115,1,2,2015-10-22,0.04,1,0
8523742,Uptown Studio With Character,44881523,Russell,Manhattan,Harlem,40.8294,-73.94695,Entire home/apt,99,3,13,2017-08-07,0.28,1,0
8523910,Tompkins Square/East Village Apt.,44882587,Rachel,Manhattan,East Village,40.72613,-73.98062,Entire home/apt,250,1,1,2015-11-29,0.02,1,0
8525292,Williamsburg home w/Private Garden,44225290,Jacqueline,Brooklyn,Williamsburg,40.71323,-73.94866,Entire home/apt,105,3,26,2017-04-20,0.58,1,0
8531441,"Monthly only, Cozy, Quaint, Central",11234583,Sarah,Manhattan,Midtown,40.75547,-73.96467,Entire home/apt,100,1,0,2019-06-23,0.72,1,0
8532128,Beautiful UES 1 Bedroom,44923714,Carolyn,Manhattan,Upper East Side,40.7818,-73.95122,Entire home/apt,120,1,0,2019-06-23,0.72,1,0
8532876,中央公园旁的现代公寓,34021565,Yujun,Manhattan,Upper West Side,40.79401,-73.96432,Private room,80,1,0,2019-06-23,0.72,1,0
8535332,Modern Room in Trendy LES,32289994,Michael,Manhattan,Lower East Side,40.72195,-73.98797,Private room,78,4,5,2017-09-07,0.11,1,0
8537400,Times Square Area Studio,43523900,Shaun,Manhattan,Hell's Kitchen,40.76366,-73.99438,Entire home/apt,135,2,2,2015-10-20,0.04,1,0
8538077,Cozy bright apt with a touch of rustic charm -,44950182,Dawn,Brooklyn,Cobble Hill,40.68665,-73.99151,Entire home/apt,250,2,23,2019-06-24,1.04,1,0
8538668,"Spacious, clean studio in Kips Bay",6193870,Erin,Manhattan,Murray Hill,40.74469,-73.97443,Entire home/apt,125,4,0,2019-06-23,0.72,1,0
8539830,Gorgeous renovated apt w garden,1841463,Baptiste,Brooklyn,Greenpoint,40.72361,-73.94123,Entire home/apt,228,1,0,2019-06-23,0.72,1,0
8540941,Sunny & Quiet Room in Woodside,6653707,David,Queens,Sunnyside,40.74854,-73.91338,Private room,37,1,0,2019-06-23,0.72,1,0
8547630,Brand new Building. Great space.,44996314,Chris,Brooklyn,Williamsburg,40.71179,-73.96092,Private room,70,3,26,2018-12-28,0.57,1,0
8547691,Amazing view from luxury building near Times Sq,44996501,Dave,Manhattan,Hell's Kitchen,40.7633,-73.98591,Private room,135,2,58,2019-05-05,2.16,1,42
8550041,NYC Studio outside Columbus Circle,22910743,Noah,Manhattan,Upper West Side,40.77205,-73.98924,Entire home/apt,141,6,2,2015-12-13,0.04,1,0
8553197,Prospect-Lefferts near Prospectpark,1603471,Arthur,Brooklyn,Prospect-Lefferts Gardens,40.65685,-73.95287,Private room,90,1,0,2019-06-23,0.72,1,0
8553287,Cozy 2 Bedroom on famous St Marks,45023742,Anne,Manhattan,East Village,40.72623,-73.98452,Entire home/apt,150,1,2,2016-01-07,0.05,1,0
8554425,14th St 1BR,45029559,Alex,Manhattan,Chelsea,40.74068,-74.00279,Entire home/apt,250,1,1,2015-09-30,0.02,1,0
8555411,CLEAN/QUIET APT IN UPPER EAST SIDE!,45033715,Mina,Manhattan,Upper East Side,40.7796,-73.94806,Entire home/apt,130,2,19,2016-09-24,0.42,1,0
8563025,Cozy Apartment Near Central Park,13313020,Carmen,Manhattan,Hell's Kitchen,40.76389,-73.99072,Shared room,85,1,8,2016-01-02,0.17,1,0
8563124,Modern Apartment in Charming Nolita,25170062,Ayesha,Manhattan,Nolita,40.72271,-73.99545,Entire home/apt,180,3,2,2016-07-01,0.04,1,0
8564804,Luxury Studio Apartment with private outdoor space,24632224,Kendra,Brooklyn,Crown Heights,40.67902,-73.96101,Entire home/apt,97,5,2,2016-10-31,0.04,1,0
8566656,Harlem Cozy One Bedroom,6178560,Alan,Manhattan,Harlem,40.81951,-73.93715,Entire home/apt,131,1,0,2019-06-23,0.72,1,0
8568363,Spacious  1 Bedroom Available,45094827,Rivkie,Brooklyn,Sheepshead Bay,40.60676,-73.96012,Entire home/apt,100,1,0,2019-06-23,0.72,1,0
8569922,Beautiful Bright Williamsburg Home,3062365,Claudia,Brooklyn,Williamsburg,40.71894,-73.95713,Entire home/apt,100,6,3,2016-01-03,0.07,1,0
8576773,"Modern, Sunny Apt in West Village",6926778,Maurice,Manhattan,West Village,40.73932,-74.00382,Entire home/apt,289,3,10,2018-08-31,0.22,1,88
8582762,1 private bedroom in 3 bedroom apt,45082108,Kristen,Brooklyn,Greenpoint,40.72564,-73.94885,Private room,90,1,0,2019-06-23,0.72,1,0
8583175,Big Bedroom in Manhattan with an Artist,28272799,Este,Manhattan,Harlem,40.82855,-73.94033,Private room,29,3,27,2018-12-19,0.59,1,0
8588016,"Big studio in Brooklyn, suitable for 2",45197192,Kathryn,Brooklyn,Prospect-Lefferts Gardens,40.65869,-73.95652,Entire home/apt,70,2,7,2016-07-25,0.15,1,0
8588390,Sunny private room and bath room.,10312377,Harvey,Manhattan,Harlem,40.80458,-73.94888,Private room,120,3,0,2019-06-23,0.72,1,0
8589299,Temporary Stay for 2 Weeks,45203510,Francis,Manhattan,Tribeca,40.72075,-74.00982,Private room,80,1,0,2019-06-23,0.72,1,0
8589668,"Gorgeous, sun-filled LES 1 bedoom",32228,Brooke,Manhattan,Chinatown,40.7148,-73.99248,Entire home/apt,175,5,16,2019-05-03,0.35,1,0
8590198,Room in Bright Brooklyn Apt.,32792372,Paul,Brooklyn,Crown Heights,40.66872,-73.95362,Private room,40,2,18,2017-06-30,0.4,1,0
8590275,Studio midtown west,45208389,Maria Luna,Manhattan,Hell's Kitchen,40.75589,-73.99729,Entire home/apt,340,1,0,2019-06-23,0.72,1,0
8595394,Sunny Room in Renovated Brooklyn Townhouse,6424258,Alihan,Brooklyn,Clinton Hill,40.69589,-73.96261,Private room,55,3,16,2019-05-12,0.37,1,0
8597265,"Cozy 1 BR on Bedford Avenue, Wburg",43298844,Christina,Brooklyn,Williamsburg,40.71764,-73.95689,Private room,49,1,1,2016-01-03,0.02,1,0
8605739,Bedroom in artist apartment,3210447,Caitlin,Brooklyn,Bushwick,40.69784,-73.9284,Private room,45,4,2,2016-11-01,0.05,1,0
8608243,Boerum Hill Central Downtwn BK Apt!,28781526,Devon,Brooklyn,Downtown Brooklyn,40.68879,-73.98127,Entire home/apt,150,1,68,2019-04-29,1.49,1,74
8608841,3BR Private Williamsburg Apartment,17258663,Christopher,Brooklyn,Williamsburg,40.71006,-73.95726,Entire home/apt,120,3,1,2016-05-24,0.03,1,0
8614125,Cozy One Bedroom -Beautiful Terrace,45315085,Anthony,Manhattan,Upper West Side,40.77866,-73.98065,Entire home/apt,275,1,0,2019-06-23,0.72,1,0
8614790,Prime Park Slope apartment,45318624,Max,Brooklyn,Park Slope,40.67858,-73.97902,Entire home/apt,300,1,0,2019-06-23,0.72,1,0
8614862,Sunny Bedroom with a huge window,6272317,Mariana,Manhattan,Washington Heights,40.84957,-73.93959,Private room,50,3,6,2018-02-19,0.13,1,0
8615333,Amazing Duplex Loft in Williamsburg,14035150,Stephanie,Brooklyn,Williamsburg,40.71186,-73.95098,Entire home/apt,190,4,0,2019-06-23,0.72,1,0
8616102,Cozy Upper East Side Apartment,13487080,Mary,Manhattan,Upper East Side,40.77065,-73.95205,Private room,150,1,1,2015-10-11,0.02,1,0
8621113,Charming Mini Loft/ Lower East Side,4308094,Laure,Manhattan,Lower East Side,40.71848,-73.99091,Entire home/apt,150,1,2,2016-04-13,0.04,1,0
8622987,Huge luxury 1 bedroom apt in Fidi,4228414,Lucy,Manhattan,Financial District,40.7083,-74.00415,Entire home/apt,160,7,1,2016-09-03,0.03,1,0
8623922,Red Hook Brooklyn Apartment,11796122,Candace,Brooklyn,Red Hook,40.67916,-74.00467,Entire home/apt,100,1,2,2015-10-05,0.04,1,0
8628970,"1BR available in Bedstuy, Brooklyn!",45383901,Eric,Brooklyn,Bedford-Stuyvesant,40.69333,-73.94184,Private room,40,1,0,2019-06-23,0.72,1,0
8630853,East Village Apartment,27504587,Megan,Manhattan,East Village,40.72979,-73.98905,Entire home/apt,160,1,0,2019-06-23,0.72,1,0
8631355,One Bedroom Available in 2BR APT,19480603,Michele,Brooklyn,Crown Heights,40.67589,-73.95196,Private room,80,5,2,2016-07-31,0.04,1,0
8632393,Brooklyn's Coolest One Bedroom,4920604,Eric,Brooklyn,Williamsburg,40.71872,-73.9603,Private room,78,2,23,2016-10-31,0.51,1,0
8634024,East Williamsburg Bedroom,45399701,Dorthy,Brooklyn,Williamsburg,40.70828,-73.94572,Private room,110,1,1,2015-10-12,0.02,1,0
8635363,Studio in Amazing UES Location,20008462,Sara,Manhattan,Upper East Side,40.76643,-73.95809,Entire home/apt,150,1,2,2016-03-18,0.05,1,0
8635964,Cozy Williamsburg Apartment,2568318,Katie,Brooklyn,Williamsburg,40.7172,-73.95983,Private room,80,9,1,2015-10-14,0.02,1,0
8636811,Amazing bedroom in South Harlem !,45329725,Alexis,Manhattan,Harlem,40.80316,-73.95447,Private room,80,3,1,2015-10-27,0.02,1,0
8642428,Village apt on tree-lined street,45433475,Richard,Manhattan,East Village,40.72976,-73.98245,Entire home/apt,160,2,8,2016-06-17,0.18,1,0
8648134,5star review Beautiful&Spacious Apt,15954226,Jen,Brooklyn,Bedford-Stuyvesant,40.68222,-73.95284,Entire home/apt,130,7,2,2015-11-02,0.04,1,0
8648818,Private Bedroom + Live/Workspace - best location!,2591842,Alan,Queens,Astoria,40.75758,-73.9206,Private room,57,3,2,2018-12-27,0.19,1,5
8649144,Spacious & Bright 1BR Williamsburg,8733761,Eli,Brooklyn,Williamsburg,40.70821,-73.95187,Entire home/apt,150,5,9,2016-10-16,0.2,1,0
8650076,NYC luxury apt in W Style building,9094952,Marisa,Manhattan,Financial District,40.70428,-74.01067,Entire home/apt,127,2,3,2016-04-27,0.07,1,0
8652653,Whole apartment in Greenpoint.,21169602,Jonathan,Brooklyn,Greenpoint,40.72714,-73.95088,Entire home/apt,200,1,3,2019-03-31,0.11,1,0
8653999,Charming Upper West Side Apartment,43219894,Lauren,Manhattan,Upper West Side,40.78322,-73.97435,Entire home/apt,180,1,2,2016-11-27,0.04,1,0
8654929,Tranquilo y soleado XL Bushwick loft w/breakfast,39031994,Florencia,Brooklyn,Bushwick,40.69428,-73.90679,Private room,45,2,4,2018-12-15,0.34,1,34
8662610,Private Room - BedStuy - 2 Flr Unit,45513630,Thomas,Brooklyn,Bedford-Stuyvesant,40.69492,-73.94485,Private room,25,2,1,2015-11-12,0.02,1,0
8662997,2 BEDROOM IN WILLIAMSBURG MINUTES FROM MANHATTAN,45468039,Kevin,Brooklyn,Williamsburg,40.71871,-73.95862,Entire home/apt,285,2,53,2019-05-26,1.2,1,13
8663831,Room in a beautiful apartment,16339935,Amy,Queens,Long Island City,40.75819,-73.93213,Private room,90,3,1,2015-10-24,0.02,1,0
8664615,Stylish Astoria Apartment,45446889,Justin,Queens,Astoria,40.76707,-73.91473,Entire home/apt,75,3,1,2016-08-31,0.03,1,0
8665778,Huge loft type 1 bedroom in NYC,22044830,Sol,Brooklyn,Bushwick,40.68697,-73.91592,Private room,150,1,0,2019-06-23,0.72,1,0
8667450,Bushwick Brooklyn 1 Bedroom,45533710,John,Brooklyn,Bushwick,40.70498,-73.92115,Entire home/apt,80,3,4,2017-12-12,0.15,1,0
8668932,Bright and Artsy Crown Heights Apt!,10595966,Jennifer,Brooklyn,Crown Heights,40.66687,-73.95662,Entire home/apt,119,4,13,2018-06-05,0.29,1,0
8672280,Large  Studio - Midtown Manhattan Near Times Sq,4068325,Regina,Manhattan,Midtown,40.75594,-73.96874,Entire home/apt,250,3,8,2019-06-16,0.19,1,1
8673141,Near Yankee Stadium,45557152,Rodney,Bronx,Morrisania,40.82424,-73.91316,Entire home/apt,225,1,0,2019-06-23,0.72,1,0
8676240,Comfortable & Clean Zen Bedroom,27973696,Sarah,Manhattan,Washington Heights,40.83401,-73.94254,Entire home/apt,45,1,1,2016-02-07,0.02,1,0
8679596,1 bedroom in nyc,4360949,Denetrias,Manhattan,Hell's Kitchen,40.76366,-73.98849,Entire home/apt,260,1,0,2019-06-23,0.72,1,0
8681709,Shared living in New York City,1644914,Obi,Manhattan,Kips Bay,40.73842,-73.98008,Shared room,97,1,1,2015-11-15,0.02,1,0
8681776,"20 Mins to Manhattan, 7 mins LGA",17794638,Burak,Queens,Ditmars Steinway,40.77442,-73.91465,Private room,75,2,4,2016-10-01,0.12,1,0
8683482,Perfect room in Williamsburg loft,45598132,Jacob,Brooklyn,Williamsburg,40.71358,-73.95906,Private room,80,5,0,2019-06-23,0.72,1,0
8683610,Beautiful one bedroom in Tribeca!,28518140,Sophie,Manhattan,Tribeca,40.7252,-74.01054,Entire home/apt,250,3,8,2016-07-28,0.18,1,0
8684292,Times Sq/Restaurant Row Apartment,45601660,John,Manhattan,Hell's Kitchen,40.759,-73.98894,Entire home/apt,300,1,0,2019-06-23,0.72,1,0
8685857,Spacious Brooklyn Getaway,42713726,Emily,Brooklyn,Crown Heights,40.66882,-73.95396,Private room,80,1,1,2016-01-05,0.02,1,0
8686040,LARGE MANHATTAN ONE BEDROOM,45608786,Virginia,Manhattan,Washington Heights,40.85845,-73.92861,Entire home/apt,125,1,6,2015-11-22,0.13,1,0
8686167,"1BR, Steps from the 7 Train",20234611,Tyler,Queens,Sunnyside,40.74454,-73.92394,Entire home/apt,125,1,14,2017-01-01,0.33,1,0
8687096,Full Floor in Sunny Brooklyn Duplex,45613202,Miles,Brooklyn,Bedford-Stuyvesant,40.68861,-73.95548,Private room,60,2,10,2018-07-28,0.22,1,0
8698671,Perfect 8th Avenue Apt in Chelsea,45667135,Jen,Manhattan,Chelsea,40.7411,-74.00184,Private room,112,5,31,2016-06-18,0.68,1,0
8703355,Eclectic 1 Bdrm off  Park Ave South,7991797,Jamaal,Manhattan,Midtown,40.74509,-73.98268,Entire home/apt,200,1,9,2016-04-08,0.2,1,0
8704348,Spacious & Artsy Astoria Apartment,9376458,Jorge,Queens,Astoria,40.76512,-73.92431,Entire home/apt,135,3,11,2016-10-02,0.24,1,0
8704967,UES Studio with backyard,45696732,Carol,Manhattan,Upper East Side,40.77858,-73.95059,Entire home/apt,145,4,2,2016-07-05,0.05,1,0
8709326,East 60's - Amazing Private Room,41638669,Karan,Manhattan,Upper East Side,40.76574,-73.95875,Private room,141,1,2,2015-10-29,0.04,1,0
8712745,Private Room Near Central Park -UWS,22502130,Laura,Manhattan,Upper West Side,40.8005,-73.96211,Private room,107,2,0,2019-06-23,0.72,1,0
8717373,West Village 2 Bed/2 Bath Loft Apt!,10111580,Jen,Manhattan,West Village,40.73406,-74.00963,Entire home/apt,299,2,2,2016-01-05,0.05,1,0
8719522,Charming Upper East Side apt,2610741,Olivia,Manhattan,Upper East Side,40.775,-73.95071,Entire home/apt,190,2,26,2019-07-01,0.58,1,42
8719788,"Big, Convenient, Working Fireplace!",18052038,Caroline,Brooklyn,Fort Greene,40.68601,-73.97813,Entire home/apt,175,1,0,2019-06-23,0.72,1,0
8719948,Private Bedroom in Nolita/Soho,3869531,Mei,Manhattan,Nolita,40.72143,-73.99427,Private room,70,3,13,2016-06-20,0.29,1,0
8719984,Charming STUDIO w/ PATIO MIDTOWN,42788011,Ambria,Manhattan,Kips Bay,40.74279,-73.97833,Entire home/apt,75,1,4,2017-07-02,0.09,1,0
8720070,Central & Cute Studio by Union Sq!,4319369,Sarena,Manhattan,Gramercy,40.73438,-73.9853,Entire home/apt,155,3,17,2016-08-10,0.37,1,0
8720655,UES - True 1 BR | Clean & Quiet,729279,Corey,Manhattan,Upper East Side,40.77243,-73.95016,Entire home/apt,96,2,34,2019-06-24,0.75,1,0
8720923,Sunny and Spacious Private Bedroom,41324442,Richard,Manhattan,Lower East Side,40.71971,-73.98494,Private room,90,4,59,2019-07-01,1.36,1,2
8721414,Charming private bedroom Park Slope,8315176,Dharshana,Brooklyn,South Slope,40.66852,-73.9895,Private room,40,1,0,2019-06-23,0.72,1,0
8721444,Huge Apt on Central Park South,45774825,Saman,Manhattan,Midtown,40.7675,-73.98228,Entire home/apt,175,7,15,2018-07-08,0.34,1,0
8722224,"$1,400/month  Summer Rental: Spacious One Bdrm",45778782,Genéa,Brooklyn,Prospect-Lefferts Gardens,40.65949,-73.94852,Entire home/apt,50,5,1,2015-12-23,0.02,1,0
8729819,Spacious Room in East Willamsburg,3910533,Paolo,Brooklyn,Williamsburg,40.70696,-73.94349,Private room,90,2,1,2015-10-18,0.02,1,0
8731224,"Bright, cozy East Village apartment",45815117,Kacy,Manhattan,East Village,40.72895,-73.98789,Entire home/apt,200,1,1,2016-05-31,0.03,1,0
8732919,Private room in Upper West Side,960850,Francia,Manhattan,Upper West Side,40.80093,-73.96308,Private room,110,1,2,2018-12-17,0.07,1,0
8735399,Spacious + Cozy Loft in Williamsburg,22171747,Aaron,Brooklyn,Williamsburg,40.71104,-73.96113,Entire home/apt,175,5,10,2019-06-13,0.23,1,32
8736934,Great sun drenched room near park!,12639098,Imrul,Brooklyn,Flatbush,40.65315,-73.95538,Private room,60,1,0,2019-06-23,0.72,1,0
8736973,Cozy Studio for your Business Trip,45837872,Faith,Manhattan,Midtown,40.75531,-73.9655,Private room,148,1,30,2019-07-04,0.84,1,16
8737991,Master Bedroom in Roofdeck Lux Apt,5270447,Sean,Brooklyn,Bushwick,40.70076,-73.92828,Private room,150,4,0,2019-06-23,0.72,1,0
8738025,An Exquisite Private Bedroom.,44508730,Cadet,Brooklyn,Prospect-Lefferts Gardens,40.65973,-73.94826,Private room,100,1,5,2017-10-29,0.22,1,89
8739326,1BR APT in LES with PRIVATE BACKYARD,2851789,Raquel,Manhattan,Chinatown,40.71569,-73.99174,Entire home/apt,199,2,18,2019-06-15,1.28,1,1
8741020,Voted #1 Location Quintessential 1BR W Village Apt,45854238,John,Manhattan,West Village,40.73631,-74.00611,Entire home/apt,245,3,51,2018-09-19,1.12,1,0
8741489,Awesome Private Artist Studio for FEMALE Traveler,45857976,J.,Manhattan,Harlem,40.8186,-73.94413,Entire home/apt,88,2,24,2019-06-29,0.53,1,39
8741676,"Spacious 2BR, close to central park",45859613,Emma,Manhattan,Upper West Side,40.77812,-73.98067,Entire home/apt,280,1,1,2015-10-13,0.02,1,0
8742567,Alcove Studio in Heart of Chelsea!,45864201,Lindsay B,Manhattan,Chelsea,40.74043,-73.99913,Entire home/apt,200,1,0,2019-06-23,0.72,1,0
8743269,Studio: Heart of Harlem w backyard,12226733,Henna,Manhattan,Harlem,40.81132,-73.94496,Entire home/apt,95,2,1,2015-10-20,0.02,1,0
8750901,Prime Location 63rd St + First Ave,45897508,Antonio,Manhattan,Upper East Side,40.76127,-73.95815,Entire home/apt,148,2,1,2015-12-29,0.02,1,0
8753832,"Bright, airy, private room/shared bath-W Harlem",21180442,Ed,Manhattan,Harlem,40.82219,-73.9448,Private room,100,1,58,2019-06-23,1.27,1,78
8754339,Gran Fondo Cyclist Haven,20261309,Sarah,Manhattan,Washington Heights,40.8465,-73.94319,Shared room,60,1,0,2019-06-23,0.72,1,0
8756017,BronxHattan,26129793,Corey,Bronx,Fordham,40.86711,-73.89525,Private room,65,1,0,2019-06-23,0.72,1,0
8757920,CathedraNYC,8235517,Valjean,Manhattan,Harlem,40.81925,-73.94073,Entire home/apt,110,2,4,2017-07-23,0.11,1,0
8760003,Cozy Room in Willamsburg Loft,45937698,Rhea,Brooklyn,Greenpoint,40.72604,-73.95536,Private room,35,1,9,2017-03-06,0.2,1,0
8760775,Lexington Avenue Luxury Condominium,45941254,Tianyou,Manhattan,Murray Hill,40.7494,-73.97823,Private room,111,1,4,2015-10-30,0.09,1,0
8761451,Chic Bachelorette Pad,45944532,Deborah,Manhattan,Greenwich Village,40.73076,-73.99567,Entire home/apt,300,1,0,2019-06-23,0.72,1,0
8762969,Charming room Chinatown Manhattan,45951143,Alexandra,Manhattan,Chinatown,40.71319,-73.99265,Private room,100,1,1,2015-10-13,0.02,1,0
8770660,Spacious apt. with a great feel,2972546,Manrique And Ticiani,Manhattan,Washington Heights,40.84478,-73.94132,Entire home/apt,175,1,1,2015-12-27,0.02,1,0
8772365,LARGE private bdrm & private bthrm!,2399157,Jaime,Brooklyn,Bushwick,40.69911,-73.91601,Private room,84,3,17,2016-08-19,0.38,1,0
8775324,Fantastic Private Room with Own Bathroom -,6408132,Michael,Brooklyn,Crown Heights,40.67553,-73.94195,Private room,50,5,1,2016-01-02,0.02,1,35
8775344,Private spacious master bedroom,4205149,La,Brooklyn,Crown Heights,40.67869,-73.95498,Private room,75,1,1,2015-10-27,0.02,1,0
8776479,East Williamsburg / Bushwick loft,8822845,Adam,Brooklyn,Williamsburg,40.70353,-73.93482,Entire home/apt,140,7,16,2019-03-15,0.49,1,1
8777316,Sunny and pleasant Sunset Park apt,44524700,Sheryl,Brooklyn,Sunset Park,40.64962,-74.0035,Entire home/apt,85,5,0,2019-06-23,0.72,1,0
8780378,1 bedroom in large clean apt,2774528,Andrew,Brooklyn,Bushwick,40.70021,-73.92241,Private room,60,3,1,2015-10-14,0.02,1,0
8781396,Awesome 1 privet room apartment,45408439,AHm,Brooklyn,Bedford-Stuyvesant,40.69348,-73.95472,Private room,45,1,0,2019-06-23,0.72,1,0
8782401,The Quiet Part of New York City,5170691,David,Manhattan,Inwood,40.86729,-73.92716,Entire home/apt,140,1,49,2019-06-26,1.23,1,16
8783567,Studio Apt on The Upper West Side,46039971,Brady,Manhattan,Upper West Side,40.77874,-73.98437,Entire home/apt,190,5,15,2019-03-21,0.35,1,0
8794495,1 Bedroom in a Modern Mid-Town Apt,12330542,Angela,Manhattan,Midtown,40.75417,-73.97279,Private room,135,1,0,2019-06-23,0.72,1,0
8794624,"Cozy Bedroom in Crown Heights, BK",11918958,Elizabeth,Brooklyn,Crown Heights,40.68003,-73.96123,Private room,50,1,0,2019-06-23,0.72,1,0
8795721,Spacious studio 10 min to Manhattan,6672223,Katia,Queens,Astoria,40.76196,-73.924,Entire home/apt,72,3,7,2016-01-18,0.15,1,0
8796876,Big private bed/bath in penthouse!,46096478,Laurent,Brooklyn,Prospect Heights,40.68078,-73.96816,Private room,90,1,6,2018-06-22,0.13,1,0
8799529,Private Studio in Times Square,7512454,Christina,Manhattan,Hell's Kitchen,40.75902,-73.99112,Entire home/apt,100,7,5,2016-05-09,0.11,1,0
8800003,Large Serene Garden Apartment Historic Harlem,46112296,Tina,Manhattan,Harlem,40.81057,-73.94565,Entire home/apt,95,2,3,2017-05-07,0.11,1,6
8802289,Private Room in Bushwick off of the DeKalb L Stop,26033344,Aj,Brooklyn,Bushwick,40.70438,-73.92117,Private room,30,1,4,2016-09-28,0.12,1,0
8806783,Large 1 BD Upper East With Roof Top,8115401,Quili (Sounds Keelee),Manhattan,Midtown,40.75606,-73.97004,Entire home/apt,250,2,33,2019-05-04,0.73,1,7
8808863,Studio Apartment in Park Slope!,496979,Razan,Brooklyn,Park Slope,40.67424,-73.97717,Entire home/apt,120,1,1,2015-12-01,0.02,1,0
8809578,Beautiful Quiet Chelsea Apartment,14914020,Cihan,Manhattan,Chelsea,40.7442,-74.00123,Entire home/apt,250,1,1,2015-12-16,0.02,1,0
8811514,Two Floor Open Space Perfect 'Hood,7227499,John,Manhattan,West Village,40.73523,-74.00607,Entire home/apt,250,2,2,2015-11-08,0.04,1,0
8812730,"LES, 5 min to subway, quiet street",41865488,Sergio,Manhattan,Lower East Side,40.71292,-73.98496,Entire home/apt,149,5,11,2017-02-04,0.28,1,0
8813547,For Christmas-Large New 1 BR Near Central Park,30350590,Natasha,Manhattan,Theater District,40.76268,-73.98407,Private room,230,5,10,2016-09-10,0.23,1,0
8813854,Stay next to TimesSquare & Broadway,45850983,Peter,Manhattan,Hell's Kitchen,40.76455,-73.99297,Entire home/apt,175,1,49,2019-05-05,1.11,1,4
8814070,Charming 1 bdr near Central Park,10167933,Karina,Manhattan,Upper West Side,40.78481,-73.97414,Entire home/apt,150,2,1,2015-12-19,0.02,1,0
8815979,"Комната в Манхеттене, 19-24 октября",46182625,Kateryna,Manhattan,East Harlem,40.79333,-73.94274,Private room,50,1,0,2019-06-23,0.72,1,0
8823472,Appartment in Lefferts Gardens,1415417,Lorenzo,Brooklyn,Prospect-Lefferts Gardens,40.65685,-73.95688,Entire home/apt,60,3,0,2019-06-23,0.72,1,0
8825701,"Modern Condo in Greenpoint, BK",414999,Brandon,Brooklyn,Greenpoint,40.72922,-73.95134,Entire home/apt,200,3,1,2015-11-03,0.02,1,0
8826129,Private bedroom Private Living Room,46230558,Joseph,Queens,Glendale,40.70302,-73.89499,Private room,115,2,0,2019-06-23,0.72,1,0
8826833,Spacious Studio: Upper East Side,46234202,Alex,Manhattan,Upper East Side,40.769,-73.9541,Entire home/apt,200,2,5,2016-05-22,0.11,1,0
8838341,Beautiful Oversized King Bedroom - Entire Apt,5172606,Paula,Manhattan,Upper West Side,40.78698,-73.97005,Entire home/apt,175,3,0,2019-06-23,0.72,1,0
8838513,Room in colorful Bushwick SUPER close to subways!,1423123,Gretchen,Brooklyn,Bedford-Stuyvesant,40.69937,-73.94447,Private room,45,1,9,2019-03-06,0.27,1,0
8838861,UWS One Bedroom Pre-War Gem,46289881,Jerry,Manhattan,Upper West Side,40.79221,-73.96588,Entire home/apt,225,3,2,2015-11-02,0.04,1,0
8839938,Beautiful 1BR in Chelsea,46293809,Courtney,Manhattan,Chelsea,40.74336,-73.99706,Entire home/apt,250,1,0,2019-06-23,0.72,1,0
8840959,1-Bedroom in Brooklyn Brownstone,39556296,Lizzie,Brooklyn,Bedford-Stuyvesant,40.6802,-73.95768,Entire home/apt,85,3,1,2016-09-08,0.03,1,0
8841107,Beautiful and Homey Enclave,21332287,John,Brooklyn,Park Slope,40.67129,-73.98277,Entire home/apt,135,2,0,2019-06-23,0.72,1,0
8841646,Art & Light-Filled Apt By The Park,5380471,John,Manhattan,East Harlem,40.79037,-73.9445,Entire home/apt,125,1,2,2015-11-29,0.04,1,0
